trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,fixation.started,image_2.started,fixation_2.started,image.stopped,fixation.stopped,image_2.stopped,fixation_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10,0,10,0,11.976961749998736,11.976961749998736,12.076115415999084,12.076115415999084,12.070861915999558,12.070861915999558,12.170658957998967,12.170658957998967,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
11,0,11,0,12.175078083004337,12.175078083004337,12.276392457999464,12.276392457999464,12.270742500004417,12.270742500004417,12.370595958003832,12.370595958003832,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
12,0,12,0,12.376473625001381,12.376473625001381,12.476792416004173,12.476792416004173,12.470879125001375,12.470879125001375,12.570773999999801,12.570773999999801,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
13,0,13,0,12.575669124998967,12.575669124998967,12.676885375003621,12.676885375003621,12.67114358300023,12.67114358300023,12.770971582998754,12.770971582998754,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
14,0,14,0,12.776151083002333,12.776151083002333,12.876155916004791,12.876155916004791,12.870914791004907,12.870914791004907,12.970735540999158,12.970735540999158,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
15,0,15,0,12.97618554100336,12.97618554100336,13.076579291002417,13.076579291002417,13.070643416001985,13.070643416001985,13.170467041003576,13.170467041003576,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
16,0,16,0,13.176047416003712,13.176047416003712,13.27761370799999,13.27761370799999,13.271109250003065,13.271109250003065,13.37784420800017,13.37784420800017,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
17,0,17,0,13.37784420800017,13.37784420800017,13.476826457997959,13.476826457997959,13.476826457997959,13.476826457997959,13.57082670800446,13.57082670800446,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
18,0,18,0,13.575415790997795,13.575415790997795,13.677112375000434,13.677112375000434,13.670807791000698,13.670807791000698,13.776550833004876,13.776550833004876,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
19,0,19,0,13.776550833004876,13.776550833004876,13.876593207998667,13.876593207998667,13.870766125000955,13.870766125000955,13.971015875002195,13.971015875002195,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
20,0,20,0,13.977044915998704,13.977044915998704,14.079149666002195,14.079149666002195,14.079149666002195,14.079149666002195,14.178020915998786,14.178020915998786,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
21,0,21,0,14.178020915998786,14.178020915998786,14.277119541002321,14.277119541002321,14.277119541002321,14.277119541002321,14.37777187499887,14.37777187499887,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
22,0,22,0,14.37777187499887,14.37777187499887,14.475987541001814,14.475987541001814,14.475987541001814,14.475987541001814,14.571168499998748,14.571168499998748,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
23,0,23,0,14.576900541003852,14.576900541003852,14.67467416600266,14.67467416600266,14.670673958004045,14.670673958004045,14.770559750002576,14.770559750002576,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
24,0,24,0,14.774816958000883,14.774816958000883,14.875725416000932,14.875725416000932,14.870793250003771,14.870793250003771,14.970912124997994,14.970912124997994,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
25,0,25,0,14.975494040998456,14.975494040998456,15.076147958003276,15.076147958003276,15.070960458004265,15.070960458004265,15.170741375004582,15.170741375004582,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
26,0,26,0,15.177444375003688,15.177444375003688,15.276548708003247,15.276548708003247,15.276548708003247,15.276548708003247,15.378851125002257,15.378851125002257,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
27,0,27,0,15.378851125002257,15.378851125002257,15.476846249999653,15.476846249999653,15.476846249999653,15.476846249999653,15.570830875003594,15.570830875003594,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
28,0,28,0,15.575553000002401,15.575553000002401,15.67683675000444,15.67683675000444,15.670955041001434,15.670955041001434,15.778334291004285,15.778334291004285,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
29,0,29,0,15.778334291004285,15.778334291004285,15.887529749998066,15.887529749998066,15.887529749998066,15.887529749998066,15.978251166001428,15.978251166001428,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
30,0,30,0,15.978251166001428,15.978251166001428,16.07723008299945,16.07723008299945,16.07723008299945,16.07723008299945,16.17781929099874,16.17781929099874,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
31,0,31,0,16.17781929099874,16.17781929099874,16.277342416004103,16.277342416004103,16.277342416004103,16.277342416004103,16.37766029100021,16.37766029100021,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
32,0,32,0,16.37766029100021,16.37766029100021,16.477468958000827,16.477468958000827,16.477468958000827,16.477468958000827,16.578358250000747,16.578358250000747,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
33,0,33,0,16.578358250000747,16.578358250000747,16.677356833002705,16.677356833002705,16.677356833002705,16.677356833002705,16.777601875000983,16.777601875000983,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
34,0,34,0,16.777601875000983,16.777601875000983,16.877086915999826,16.877086915999826,16.877086915999826,16.877086915999826,16.970809165999526,16.970809165999526,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
35,0,35,0,16.976288165998994,16.976288165998994,17.076731583001674,17.076731583001674,17.071021625000867,17.071021625000867,17.17084437500307,17.17084437500307,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
36,0,36,0,17.17571716599923,17.17571716599923,17.27688483300153,17.27688483300153,17.271039791005023,17.271039791005023,17.378199582999514,17.378199582999514,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
37,0,37,0,17.378199582999514,17.378199582999514,17.47646750000422,17.47646750000422,17.47646750000422,17.47646750000422,17.570582041000307,17.570582041000307,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
38,0,38,0,17.57500066600187,17.57500066600187,17.678423750003276,17.678423750003276,17.67195495800115,17.67195495800115,17.77778691599815,17.77778691599815,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
39,0,39,0,17.77778691599815,17.77778691599815,17.87717487500049,17.87717487500049,17.871027665998554,17.871027665998554,17.978640583001834,17.978640583001834,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
40,0,40,0,17.978640583001834,17.978640583001834,18.077005457998894,18.077005457998894,18.077005457998894,18.077005457998894,18.17837316600344,18.17837316600344,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
41,0,41,0,18.17837316600344,18.17837316600344,18.27719133299979,18.27719133299979,18.27719133299979,18.27719133299979,18.376971999998204,18.376971999998204,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
42,0,42,0,18.376971999998204,18.376971999998204,18.476377915998455,18.476377915998455,18.47052854100184,18.47052854100184,18.570813582999108,18.570813582999108,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
43,0,43,0,18.57634866599983,18.57634866599983,18.676229707998573,18.676229707998573,18.671047249998082,18.671047249998082,18.771002291003242,18.771002291003242,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
44,0,44,0,18.776017125004728,18.776017125004728,18.876314041001024,18.876314041001024,18.87116491600318,18.87116491600318,18.970965833002992,18.970965833002992,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
45,0,45,0,18.976404166001885,18.976404166001885,19.076626125002804,19.076626125002804,19.070684375001292,19.070684375001292,19.17029483299848,19.17029483299848,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
46,0,46,0,19.17408095800056,19.17408095800056,19.276719125002273,19.276719125002273,19.271312791002856,19.271312791002856,19.370867666002596,19.370867666002596,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
47,0,47,0,19.376032457999827,19.376032457999827,19.476343458001793,19.476343458001793,19.470876666004187,19.470876666004187,19.570962958001473,19.570962958001473,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
48,0,48,0,19.576082708001195,19.576082708001195,19.676869208000426,19.676869208000426,19.67097937499784,19.67097937499784,19.770649707999837,19.770649707999837,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
49,0,49,0,19.77514016599889,19.77514016599889,19.87546991599811,19.87546991599811,19.870742833001714,19.870742833001714,19.970534625004802,19.970534625004802,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
50,0,50,0,19.976037665997865,19.976037665997865,20.076784958000644,20.076784958000644,20.07108212500316,20.07108212500316,20.17115583299892,20.17115583299892,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
51,0,51,0,20.17691562500113,20.17691562500113,20.276038875002996,20.276038875002996,20.270959041001333,20.270959041001333,20.371077208001225,20.371077208001225,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
52,0,52,0,20.382072207998135,20.382072207998135,20.47771612500219,20.47771612500219,20.47771612500219,20.47771612500219,20.577493208002124,20.577493208002124,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
53,0,53,0,20.577493208002124,20.577493208002124,20.676594290998764,20.676594290998764,20.676594290998764,20.676594290998764,20.77054700000008,20.77054700000008,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
54,0,54,0,20.774525041000743,20.774525041000743,20.87766129100055,20.87766129100055,20.871625833002327,20.871625833002327,20.978742999999668,20.978742999999668,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
55,0,55,0,20.978742999999668,20.978742999999668,21.07713083300041,21.07713083300041,21.07713083300041,21.07713083300041,21.178603833002853,21.178603833002853,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
56,0,56,0,21.178603833002853,21.178603833002853,21.27850983299868,21.27850983299868,21.27850983299868,21.27850983299868,21.37741433300107,21.37741433300107,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
57,0,57,0,21.37741433300107,21.37741433300107,21.47679845800303,21.47679845800303,21.47679845800303,21.47679845800303,21.570866833004402,21.570866833004402,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
58,0,58,0,21.576424165999924,21.576424165999924,21.67574720799894,21.67574720799894,21.670803833003447,21.670803833003447,21.770922875002725,21.770922875002725,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
59,0,59,0,21.77708041600272,21.77708041600272,21.87596475000464,21.87596475000464,21.871131915999285,21.871131915999285,21.97120074999839,21.97120074999839,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
60,0,60,0,21.97617804100446,21.97617804100446,22.075504541004193,22.075504541004193,22.075504541004193,22.075504541004193,22.170606208004756,22.170606208004756,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
61,0,61,0,22.174900250000064,22.174900250000064,22.276594125003612,22.276594125003612,22.27068979100295,22.27068979100295,22.370830666004622,22.370830666004622,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
62,0,62,0,22.375153332999616,22.375153332999616,22.476034332998097,22.476034332998097,22.47094383300282,22.47094383300282,22.570818041000166,22.570818041000166,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
63,0,63,0,22.575838208002097,22.575838208002097,22.676028416004556,22.676028416004556,22.67105299999821,22.67105299999821,22.770669000005,22.770669000005,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
64,0,64,0,22.775851040998532,22.775851040998532,22.876161708001746,22.876161708001746,22.870550708001247,22.870550708001247,22.970216583002184,22.970216583002184,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
65,0,65,0,22.97414395800297,22.97414395800297,23.076004041002307,23.076004041002307,23.07078183300473,23.07078183300473,23.170947750004416,23.170947750004416,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
66,0,66,0,23.17552112499834,23.17552112499834,23.277833583000756,23.277833583000756,23.271455708003487,23.271455708003487,23.37847262500145,23.37847262500145,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
67,0,67,0,23.37847262500145,23.37847262500145,23.4773758750016,23.4773758750016,23.4773758750016,23.4773758750016,23.57619925000472,23.57619925000472,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
68,0,68,0,23.57619925000472,23.57619925000472,23.676387583000178,23.676387583000178,23.676387583000178,23.676387583000178,23.770384000003105,23.770384000003105,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
69,0,69,0,23.776429999998072,23.776429999998072,23.877423249999993,23.877423249999993,23.87109487500129,23.87109487500129,23.97099850000086,23.97099850000086,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
70,0,70,0,23.976291291000962,23.976291291000962,24.076119083001686,24.076119083001686,24.07105683300324,24.07105683300324,24.17096054099966,24.17096054099966,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
71,0,71,0,24.176052666000032,24.176052666000032,24.27671741600352,24.27671741600352,24.270867500003078,24.270867500003078,24.37102812500234,24.37102812500234,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
72,0,72,0,24.37683529100468,24.37683529100468,24.476838415997918,24.476838415997918,24.471235582997906,24.471235582997906,24.570954291004455,24.570954291004455,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
73,0,73,0,24.574822333001066,24.574822333001066,24.675773082999513,24.675773082999513,24.670764499998768,24.670764499998768,24.78789229100221,24.78789229100221,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
74,0,74,0,24.78789229100221,24.78789229100221,24.88824937499885,24.88824937499885,24.88824937499885,24.88824937499885,24.975193833000958,24.975193833000958,129090,001,2023-03-17_11h05.33.182,simple VEP,2022.2.4,None,
