trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,fixation.started,image_2.started,fixation_2.started,image.stopped,fixation.stopped,image_2.stopped,fixation_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,13.171113500000502,13.171113500000502,13.243996375000279,13.243996375000279,,,,,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
1,0,1,0,13.339559375002864,13.339559375002864,13.42763133400149,13.42763133400149,13.42763133400149,13.42763133400149,13.523260125002707,13.523260125002707,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
2,0,2,0,13.523260125002707,13.523260125002707,13.62342825000087,13.62342825000087,13.610586750000948,13.610586750000948,13.71235287500167,13.71235287500167,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
3,0,3,0,13.723404667005525,13.723404667005525,13.824147167004412,13.824147167004412,13.811407792003592,13.811407792003592,13.912148375005927,13.912148375005927,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
4,0,4,0,13.923313500003133,13.923313500003133,14.023529834004876,14.023529834004876,14.011433584004408,14.011433584004408,14.11241620900546,14.11241620900546,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
5,0,5,0,14.1232670840036,14.1232670840036,14.223504749999847,14.223504749999847,14.211594250002236,14.211594250002236,14.312382834003074,14.312382834003074,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
6,0,6,0,14.323407417003182,14.323407417003182,14.423634084007062,14.423634084007062,14.410795709001832,14.410795709001832,14.512293834006414,14.512293834006414,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
7,0,7,0,14.52336008400016,14.52336008400016,14.623429625004064,14.623429625004064,14.610845209004765,14.610845209004765,14.71241108400136,14.71241108400136,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
8,0,8,0,14.723527625006682,14.723527625006682,14.823428667004919,14.823428667004919,14.810890625005413,14.810890625005413,14.91237566700147,14.91237566700147,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
9,0,9,0,14.923397709004348,14.923397709004348,15.02357516700431,15.02357516700431,15.010844959004316,15.010844959004316,15.112638792001235,15.112638792001235,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
10,0,10,0,15.12341758399998,15.12341758399998,15.223413334002544,15.223413334002544,15.210549959003401,15.210549959003401,15.31238737500098,15.31238737500098,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
11,0,11,0,15.323424709000392,15.323424709000392,15.423363750000135,15.423363750000135,15.410881458999938,15.410881458999938,15.511624917002337,15.511624917002337,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
12,0,12,0,15.523384084001009,15.523384084001009,15.623320792001323,15.623320792001323,15.610792250001396,15.610792250001396,15.712223042006372,15.712223042006372,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
13,0,13,0,15.723493084005895,15.723493084005895,15.823261792000267,15.823261792000267,15.811667625006521,15.811667625006521,15.91247016700072,15.91247016700072,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
14,0,14,0,15.923553709006228,15.923553709006228,16.02329500000633,16.02329500000633,16.01084087500203,16.01084087500203,16.112337667000247,16.112337667000247,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
15,0,15,0,16.123520334003842,16.123520334003842,16.223410209000576,16.223410209000576,16.210794792001252,16.210794792001252,16.312085334000585,16.312085334000585,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
16,0,16,0,16.323282875004224,16.323282875004224,16.423311334001482,16.423311334001482,16.410779375000857,16.410779375000857,16.51210133400309,16.51210133400309,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
17,0,17,0,16.523523042000306,16.523523042000306,16.623395667003933,16.623395667003933,16.61081295900658,16.61081295900658,16.712364667000656,16.712364667000656,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
18,0,18,0,16.72349891700287,16.72349891700287,16.82340983400354,16.82340983400354,16.810942959004024,16.810942959004024,16.91304520900303,16.91304520900303,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
19,0,19,0,16.92331187500531,16.92331187500531,17.023580167006003,17.023580167006003,17.01043133400526,17.01043133400526,17.11220279200643,17.11220279200643,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
20,0,20,0,17.123471750004683,17.123471750004683,17.223579792000237,17.223579792000237,17.211704084002122,17.211704084002122,17.31239212500077,17.31239212500077,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
21,0,21,0,17.32353216699994,17.32353216699994,17.423333125007048,17.423333125007048,17.41058575000352,17.41058575000352,17.512004625001282,17.512004625001282,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
22,0,22,0,17.52344720900146,17.52344720900146,17.623403292003786,17.623403292003786,17.611823000006552,17.611823000006552,17.712528792006196,17.712528792006196,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
23,0,23,0,17.723403625001083,17.723403625001083,17.823292834000313,17.823292834000313,17.812259584003186,17.812259584003186,17.912748959002784,17.912748959002784,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
24,0,24,0,17.9234517090008,17.9234517090008,18.02350762500282,18.02350762500282,18.0108087500048,18.0108087500048,18.113461917004315,18.113461917004315,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
25,0,25,0,18.123128375002125,18.123128375002125,18.223471500001324,18.223471500001324,18.21096908400068,18.21096908400068,18.31226458400488,18.31226458400488,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
26,0,26,0,18.323500750004314,18.323500750004314,18.42359762500564,18.42359762500564,18.411670000001322,18.411670000001322,18.512264667006093,18.512264667006093,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
27,0,27,0,18.523351167001238,18.523351167001238,18.623617750003177,18.623617750003177,18.611104209005134,18.611104209005134,18.711921042005997,18.711921042005997,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
28,0,28,0,18.723265625005297,18.723265625005297,18.82379708400549,18.82379708400549,18.81165341700398,18.81165341700398,18.912273000001733,18.912273000001733,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
29,0,29,0,18.923412834003102,18.923412834003102,19.02360420900368,19.02360420900368,19.010822875003214,19.010822875003214,19.11341645900393,19.11341645900393,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
30,0,30,0,19.123216500003764,19.123216500003764,19.223531875002664,19.223531875002664,19.21086487499997,19.21086487499997,19.312647250000737,19.312647250000737,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
31,0,31,0,19.32330395900499,19.32330395900499,19.423521292002988,19.423521292002988,19.41087000000698,19.41087000000698,19.51342362500145,19.51342362500145,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
32,0,32,0,19.523125542000344,19.523125542000344,19.623496459003945,19.623496459003945,19.610870792006608,19.610870792006608,19.712420000003476,19.712420000003476,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
33,0,33,0,19.723312959002214,19.723312959002214,19.823510542002623,19.823510542002623,19.81070775000262,19.81070775000262,19.912096500003827,19.912096500003827,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
34,0,34,0,19.923506000006455,19.923506000006455,20.02338583400706,20.02338583400706,20.01096758400672,20.01096758400672,20.112440584001888,20.112440584001888,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
35,0,35,0,20.123404334000952,20.123404334000952,20.223322375000862,20.223322375000862,20.210826875001658,20.210826875001658,20.312237542006187,20.312237542006187,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
36,0,36,0,20.323433084005956,20.323433084005956,20.423604209005134,20.423604209005134,20.410545500002627,20.410545500002627,20.512140625003667,20.512140625003667,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
37,0,37,0,20.52352179200534,20.52352179200534,20.623582042004273,20.623582042004273,20.61193454200111,20.61193454200111,20.71227020900551,20.71227020900551,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
38,0,38,0,20.723461792003945,20.723461792003945,20.823451917000057,20.823451917000057,20.810624292003922,20.810624292003922,20.911753750006028,20.911753750006028,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
39,0,39,0,20.9234815000018,20.9234815000018,21.02334441700077,21.02334441700077,21.01101608400495,21.01101608400495,21.112797542002227,21.112797542002227,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
40,0,40,0,21.123495542000455,21.123495542000455,21.223597292002523,21.223597292002523,21.210862834006548,21.210862834006548,21.312386250006966,21.312386250006966,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
41,0,41,0,21.32351708400529,21.32351708400529,21.423336709005525,21.423336709005525,21.41087370900641,21.41087370900641,21.512811959000828,21.512811959000828,534722,001,2023-03-17_11h04.35.803,simple VEP,2022.2.4,None,
