trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,fixation.started,image_2.started,fixation_2.started,image.stopped,fixation.stopped,image_2.stopped,fixation_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
17,0,17,0,15.566279042002861,15.566279042002861,15.66571987500356,15.66571987500356,15.660419874999207,15.660419874999207,15.760206292005023,15.760206292005023,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
18,0,18,0,15.764768125001865,15.764768125001865,15.865932874999999,15.865932874999999,15.86026504199981,15.86026504199981,15.960021584003698,15.960021584003698,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
19,0,19,0,15.964340167003684,15.964340167003684,16.065917792002438,16.065917792002438,16.060000666999258,16.060000666999258,16.160173875003238,16.160173875003238,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
20,0,20,0,16.16585483399831,16.16585483399831,16.266555542002607,16.266555542002607,16.260104084001796,16.260104084001796,16.367344416998094,16.367344416998094,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
21,0,21,0,16.367344416998094,16.367344416998094,16.466870959004154,16.466870959004154,16.466870959004154,16.466870959004154,16.560454875005234,16.560454875005234,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
22,0,22,0,16.565816875001474,16.565816875001474,16.66458170900296,16.66458170900296,16.660198834004404,16.660198834004404,16.760097958998813,16.760097958998813,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
23,0,23,0,16.7649542500003,16.7649542500003,16.866095500001393,16.866095500001393,16.86039316700044,16.86039316700044,16.960185834002914,16.960185834002914,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
24,0,24,0,16.965570542000933,16.965570542000933,17.06629612499819,17.06629612499819,17.0604392919995,17.0604392919995,17.168139959001564,17.168139959001564,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
25,0,25,0,17.168139959001564,17.168139959001564,17.26680108399887,17.26680108399887,17.26680108399887,17.26680108399887,17.36736658400332,17.36736658400332,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
26,0,26,0,17.36736658400332,17.36736658400332,17.465987417002907,17.465987417002907,17.465987417002907,17.465987417002907,17.560426500000176,17.560426500000176,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
27,0,27,0,17.566154584004835,17.566154584004835,17.666188499999407,17.666188499999407,17.660268250001536,17.660268250001536,17.76044974999968,17.76044974999968,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
28,0,28,0,17.76622787499946,17.76622787499946,17.866315334002138,17.866315334002138,17.860518209003203,17.860518209003203,17.9604371250025,17.9604371250025,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
29,0,29,0,17.96553616700112,17.96553616700112,18.066296625001996,18.066296625001996,18.06050062500435,18.06050062500435,18.167120292004256,18.167120292004256,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
30,0,30,0,18.167120292004256,18.167120292004256,18.266555624999455,18.266555624999455,18.266555624999455,18.266555624999455,18.36722712500341,18.36722712500341,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
31,0,31,0,18.36722712500341,18.36722712500341,18.466176125002676,18.466176125002676,18.466176125002676,18.466176125002676,18.560356209003658,18.560356209003658,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
32,0,32,0,18.565550833998714,18.565550833998714,18.6670626250052,18.6670626250052,18.660754208998696,18.660754208998696,18.76018454199948,18.76018454199948,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
33,0,33,0,18.76599787500163,18.76599787500163,18.865403875002812,18.865403875002812,18.86044908400072,18.86044908400072,18.95978612500039,18.95978612500039,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
34,0,34,0,18.963878041999124,18.963878041999124,19.06379158400523,19.06379158400523,19.059862458998396,19.059862458998396,19.160032416999456,19.160032416999456,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
35,0,35,0,19.16524904200196,19.16524904200196,19.265955750001012,19.265955750001012,19.26015558400104,19.26015558400104,19.36021116700431,19.36021116700431,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
36,0,36,0,19.36531883400312,19.36531883400312,19.46473925000464,19.46473925000464,19.46020475000114,19.46020475000114,19.560430917001213,19.560430917001213,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
37,0,37,0,19.56555858399952,19.56555858399952,19.66550929200457,19.66550929200457,19.660138541999913,19.660138541999913,19.7601918750006,19.7601918750006,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
38,0,38,0,19.764880792004988,19.764880792004988,19.863835374999326,19.863835374999326,19.85975212500489,19.85975212500489,19.96015262500441,19.96015262500441,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
39,0,39,0,19.965990834003605,19.965990834003605,20.066825041998527,20.066825041998527,20.060389792000933,20.060389792000933,20.16801241700159,20.16801241700159,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
40,0,40,0,20.16801241700159,20.16801241700159,20.26676420900185,20.26676420900185,20.26676420900185,20.26676420900185,20.360519792004197,20.360519792004197,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
41,0,41,0,20.365388375001203,20.365388375001203,20.46607058399968,20.46607058399968,20.46007012500195,20.46007012500195,20.560014375005267,20.560014375005267,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
42,0,42,0,20.565961416999926,20.565961416999926,20.666678417001094,20.666678417001094,20.666678417001094,20.666678417001094,20.760279125002853,20.760279125002853,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
43,0,43,0,20.764911459002178,20.764911459002178,20.865669874998275,20.865669874998275,20.860457167000277,20.860457167000277,20.960220000000845,20.960220000000845,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
44,0,44,0,20.965304334000393,20.965304334000393,21.065429417001724,21.065429417001724,21.060412416998588,21.060412416998588,21.160240375000285,21.160240375000285,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
45,0,45,0,21.165737709001405,21.165737709001405,21.265303667001717,21.265303667001717,21.26005408399942,21.26005408399942,21.36034991699853,21.36034991699853,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
46,0,46,0,21.36629741700017,21.36629741700017,21.46576625000307,21.46576625000307,21.460204584000167,21.460204584000167,21.560209750001377,21.560209750001377,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
47,0,47,0,21.56495279200317,21.56495279200317,21.665595625003334,21.665595625003334,21.660435334000795,21.660435334000795,21.760366542002885,21.760366542002885,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
48,0,48,0,21.765349542001786,21.765349542001786,21.86559112500254,21.86559112500254,21.86044858400419,21.86044858400419,21.959862042000168,21.959862042000168,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
49,0,49,0,21.964685958999326,21.964685958999326,22.065732417002437,22.065732417002437,22.059930458999588,22.059930458999588,22.16007033400092,22.16007033400092,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
50,0,50,0,22.16606654199859,22.16606654199859,22.26609825000196,22.26609825000196,22.26018487499823,22.26018487499823,22.368765541999892,22.368765541999892,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
51,0,51,0,22.368765541999892,22.368765541999892,22.493727084001875,22.493727084001875,,,,,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
52,0,52,0,22.583564708998892,22.583564708998892,22.683316334005212,22.683316334005212,,,22.777155125004356,22.777155125004356,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
53,0,53,0,22.777155125004356,22.777155125004356,22.865047042003425,22.865047042003425,22.865047042003425,22.865047042003425,22.96008475000417,22.96008475000417,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
54,0,54,0,22.96395837500313,22.96395837500313,23.06488408400037,23.06488408400037,23.060197459002666,23.060197459002666,23.160212624999986,23.160212624999986,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
55,0,55,0,23.164865917002317,23.164865917002317,23.267024291999405,23.267024291999405,23.26079604199913,23.26079604199913,23.367847459005134,23.367847459005134,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
56,0,56,0,23.367847459005134,23.367847459005134,23.46527991699986,23.46527991699986,23.46527991699986,23.46527991699986,23.559897167004237,23.559897167004237,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
57,0,57,0,23.565611124999123,23.565611124999123,23.666621625001426,23.666621625001426,23.666621625001426,23.666621625001426,23.765678625000874,23.765678625000874,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
58,0,58,0,23.765678625000874,23.765678625000874,23.86628550000023,23.86628550000023,23.860403833998134,23.860403833998134,23.960044500003278,23.960044500003278,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
59,0,59,0,23.96570837499894,23.96570837499894,24.065391042000556,24.065391042000556,24.060211959003936,24.060211959003936,24.160565834004956,24.160565834004956,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
60,0,60,0,24.16561754199938,24.16561754199938,24.265250167001795,24.265250167001795,24.25983066700428,24.25983066700428,24.359860249998746,24.359860249998746,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
61,0,61,0,24.365777167004126,24.365777167004126,24.465786749999097,24.465786749999097,24.460023958999955,24.460023958999955,24.560350584004482,24.560350584004482,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
62,0,62,0,24.564876959004323,24.564876959004323,24.665601000000606,24.665601000000606,24.660390167002333,24.660390167002333,24.76041916700342,24.76041916700342,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
63,0,63,0,24.765097458999662,24.765097458999662,24.86534233400016,24.86534233400016,24.860232584003825,24.860232584003825,24.960265667003114,24.960265667003114,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
64,0,64,0,24.965820959005214,24.965820959005214,25.07731633399817,25.07731633399817,25.06252783400123,25.06252783400123,25.167517834001046,25.167517834001046,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
65,0,65,0,25.167517834001046,25.167517834001046,25.265936750001856,25.265936750001856,25.265936750001856,25.265936750001856,25.360376125005132,25.360376125005132,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
66,0,66,0,25.366438750003,25.366438750003,25.466635084005247,25.466635084005247,25.466635084005247,25.466635084005247,25.560510374998557,25.560510374998557,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
67,0,67,0,25.565716917000827,25.565716917000827,25.66556741700333,25.66556741700333,25.660406584000157,25.660406584000157,25.760010999998485,25.760010999998485,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
68,0,68,0,25.765562542001135,25.765562542001135,25.86598008400324,25.86598008400324,25.860258000000613,25.860258000000613,25.959976167003333,25.959976167003333,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
69,0,69,0,25.963875375004136,25.963875375004136,26.06632395899942,26.06632395899942,26.060082709002018,26.060082709002018,26.16899191700213,26.16899191700213,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
70,0,70,0,26.16899191700213,26.16899191700213,26.266715459001716,26.266715459001716,26.266715459001716,26.266715459001716,26.367840792001516,26.367840792001516,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
71,0,71,0,26.367840792001516,26.367840792001516,26.466835584004002,26.466835584004002,26.466835584004002,26.466835584004002,26.56663645899971,26.56663645899971,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
72,0,72,0,26.56663645899971,26.56663645899971,26.66693829200085,26.66693829200085,26.66693829200085,26.66693829200085,26.76718854199862,26.76718854199862,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
73,0,73,0,26.76718854199862,26.76718854199862,26.86679404199822,26.86679404199822,26.86679404199822,26.86679404199822,26.9679180000021,26.9679180000021,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
74,0,74,0,26.9679180000021,26.9679180000021,27.06711124999856,27.06711124999856,27.06711124999856,27.06711124999856,27.160423792003712,27.160423792003712,416351,001,2023-03-17_11h12.34.700,simple VEP,2022.2.4,None,
